mode_rail,vtt_chf_per_hour_rail,base_vtt_chf_per_hour_rail,mean_net_benefit_rows_rail,median_net_benefit_rows_rail,share_positive_rows_rail,mean_net_benefit_developments_rail,median_net_benefit_developments_rail,share_positive_developments_rail,positive_developments_rail,total_developments_rail,total_rows_rail,mode_road,vtt_chf_per_hour_road,base_vtt_chf_per_hour_road,mean_net_benefit_rows_road,median_net_benefit_rows_road,share_positive_rows_road,mean_net_benefit_developments_road,median_net_benefit_developments_road,share_positive_developments_road,positive_developments_road,total_developments_road,total_rows_road,combined_mean_net_benefit_developments,delta_mean_net_benefit_developments,delta_share_positive_developments
Rail,15.19,15.2,-5796765.46507847,-5865023.438740965,0.2064102564102564,-5796765.465078469,-5818793.704886841,0.20512820512820512,8,39,780,Road,29.58,31.4,-4457127562.273292,-1131652692.5152984,0.10047619047619048,-4457127562.273292,-4116664582.897405,0.01904761904761905,2,105,2100,-4462924327.73837,4451330796.808213,0.18608058608058609
Rail,15.19,15.2,-5796765.46507847,-5865023.438740965,0.2064102564102564,-5796765.465078469,-5818793.704886841,0.20512820512820512,8,39,780,Road,29.69375,31.4,-4470093642.136399,-1131986548.3811264,0.10047619047619048,-4470093642.1364,-4129408533.118394,0.01904761904761905,2,105,2100,-4475890407.601479,4464296876.671322,0.18608058608058609
Rail,15.19,15.2,-5796765.46507847,-5865023.438740965,0.2064102564102564,-5796765.465078469,-5818793.704886841,0.20512820512820512,8,39,780,Road,29.8075,31.4,-4483059721.999507,-1132399643.9010806,0.10047619047619048,-4483059721.999507,-4142152483.339381,0.01904761904761905,2,105,2100,-4488856487.464585,4477262956.534429,0.18608058608058609
Rail,15.19,15.2,-5796765.46507847,-5865023.438740965,0.2064102564102564,-5796765.465078469,-5818793.704886841,0.20512820512820512,8,39,780,Road,29.92125,31.4,-4496025801.862616,-1133220640.7194252,0.10047619047619048,-4496025801.862616,-4154896433.5603685,0.01904761904761905,2,105,2100,-4501822567.327694,4490229036.397537,0.18608058608058609
Rail,15.19,15.2,-5796765.46507847,-5865023.438740965,0.2064102564102564,-5796765.465078469,-5818793.704886841,0.20512820512820512,8,39,780,Road,30.035,31.4,-4508991881.725723,-1134041637.53777,0.10047619047619048,-4508991881.725723,-4167640383.781356,0.01904761904761905,2,105,2100,-4514788647.190802,4503195116.260645,0.18608058608058609
Rail,15.19,15.2,-5796765.46507847,-5865023.438740965,0.2064102564102564,-5796765.465078469,-5818793.704886841,0.20512820512820512,8,39,780,Road,30.14875,31.4,-4521957961.588831,-1134862634.3561149,0.10047619047619048,-4521957961.588832,-4180384334.0023437,0.01904761904761905,2,105,2100,-4527754727.05391,4516161196.123754,0.18608058608058609
Rail,15.19,15.2,-5796765.46507847,-5865023.438740965,0.2064102564102564,-5796765.465078469,-5818793.704886841,0.20512820512820512,8,39,780,Road,30.2625,31.4,-4534924041.45194,-1136086734.2343452,0.10047619047619048,-4534924041.45194,-4193128284.2233315,0.01904761904761905,2,105,2100,-4540720806.917018,4529127275.986861,0.18608058608058609
Rail,15.19,15.2,-5796765.46507847,-5865023.438740965,0.2064102564102564,-5796765.465078469,-5818793.704886841,0.20512820512820512,8,39,780,Road,30.37625,31.4,-4547890121.315047,-1137684027.005255,0.10047619047619048,-4547890121.315047,-4205872234.4443183,0.01904761904761905,2,105,2100,-4553686886.780126,4542093355.849969,0.18608058608058609
Rail,15.19,15.2,-5796765.46507847,-5865023.438740965,0.2064102564102564,-5796765.465078469,-5818793.704886841,0.20512820512820512,8,39,780,Road,30.49,31.4,-4560856201.178155,-1138628306.1565766,0.10047619047619048,-4560856201.178156,-4218616184.665306,0.01904761904761905,2,105,2100,-4566652966.643234,4555059435.713078,0.18608058608058609
Rail,15.19,15.2,-5796765.46507847,-5865023.438740965,0.2064102564102564,-5796765.465078469,-5818793.704886841,0.20512820512820512,8,39,780,Road,30.603749999999998,31.4,-4573822281.041263,-1139454162.9291048,0.10047619047619048,-4573822281.041264,-4231360134.886294,0.01904761904761905,2,105,2100,-4579619046.506342,4568025515.576185,0.18608058608058609
