development,scenario,tts_raw,net_benefit_raw,building_costs,externalities_raw,maintenance,maintenance_annual,maintenance_derived,construction_raw,construction_integrated,maintenance_raw,maintenance_integrated,tts_integrated,operation_raw,operation_integrated,cost_base_raw,cost_base_integrated,bcr_raw,bcr_integrated,net_benefit_integrated,mode,year,status_quo_tt,development_tt,tt_savings_daily,monetized_savings_yearly,net_benefit_reported,bcr_reported,TotalConstructionCost,YearlyMaintenanceCost,uncoveredOperatingCost
558,scenario_29,-120037432.64609244,-4704589738.326627,2082142906.5445366,1169419957.6045449,1332989441.5314527,26659788.83062905,1332989441.5314531,2082142906.5445366,59899015.97991827,26659788.83062905,31480137.085338492,-133703096.84803207,0.0,0.0,2108802695.3751657,91379153.06525676,-0.05692207853743151,-1.4631684838723602,-1394502207.5178337,Road,,,,,,,,,,
564,scenario_29,-157906873.96754327,-3929082892.917755,2039196649.1737866,477965089.07430273,1254014280.7021234,25080285.614042465,1254014280.7021232,2039196649.1737866,58663539.51553025,25080285.614042465,29615044.375836127,-175883785.56295046,0.0,0.0,2064276934.7878292,88278583.89136638,-0.07649500476726166,-1.9923720772343727,-742127458.5286195,Road,,,,,,,,,,
565,scenario_29,-26968341.214402378,-2012245631.0393176,651838660.2994602,892902208.4148588,440536421.1105963,8810728.422211926,440536421.1105962,651838660.2994602,18752072.303434245,8810728.422211926,10403793.53021211,-30038552.622588046,0.0,0.0,660649388.721672,29155865.833646357,-0.04082095840061996,-1.0302747582245715,-952096626.8710933,Road,,,,,,,,,,
569,scenario_29,31361197.70795108,-2026796365.0639195,184817747.65013394,1738230660.1126463,135109155.00909021,2702183.1001818045,135109155.00909042,184817747.65013394,5316830.648401549,2702183.1001818045,3190763.999063567,34931513.96180716,0.0,0.0,187519930.75031576,8507594.647465115,0.16724194373615014,4.105921286719414,-1711806740.7983043,Road,,,,,,,,,,
594,scenario_29,-38425322.61737259,-3220288155.765915,1471261542.2696161,779237741.8519298,931363549.0269967,18627270.980539933,931363549.0269966,1471261542.2696161,42325201.76883542,18627270.980539933,21995262.14249119,-42799854.32939603,0.0,0.0,1489888813.2501562,64320463.91132661,-0.02579073168121095,-0.6654158214468214,-886358060.0926524,Road,,,,,,,,,,
602,scenario_29,-16344554.475817155,-2061319172.4559023,692114198.1232255,888133435.062489,464726984.794371,9294539.69588742,464726984.7943711,692114198.1232255,19910717.599164292,9294539.69588742,10975082.572128253,-18205300.645350445,0.0,0.0,701408737.8191129,30885800.171292543,-0.02330246772607539,-0.5894391773690145,-937224535.879132,Road,,,,,,,,,,
612,scenario_29,-551771567.6789775,-3609952119.1378984,1560568518.3662302,492382893.15971184,1005229139.9329787,20104582.798659574,1005229139.9329786,1560568518.3662302,44894381.80518891,20104582.798659574,23739686.25806284,-614588014.1312265,0.0,0.0,1580673101.1648898,68634068.06325175,-0.3490738010739507,-8.95456194677015,-1175604975.35419,Road,,,,,,,,,,
614,scenario_29,-42613421.15241766,-653175330.2221608,133434475.53122531,387903306.3728843,89224127.16563359,1784482.5433126716,89224127.16563356,133434475.53122531,3838638.432066679,1784482.5433126716,2107134.285525055,-47464747.03575017,0.0,0.0,135218958.074538,5945772.717591735,-0.3151438360361235,-7.98294002986633,-441313826.1262262,Road,,,,,,,,,,
625,scenario_29,-46306238.21392596,-1091631750.4017918,175602227.86178,742844853.3632607,126878430.96282506,2537568.619256501,126878430.96282506,175602227.86178,5051718.890063141,2537568.619256501,2996385.6242503813,-51577972.93814523,0.0,0.0,178139796.48103648,8048104.514313522,-0.2599432531565477,-6.408710628249671,-802470930.8157195,Road,,,,,,,,,,
627,scenario_29,4808386.584043279,-661710681.5872767,167400540.7378984,379558042.029279,119560485.40414262,2391209.708082852,119560485.40414262,167400540.7378984,4815773.03516936,2391209.708082852,2823563.603165429,5355797.462151443,0.0,0.0,169791750.44598126,7639336.638334789,0.02831931805528475,0.7010814833418431,-381841581.20546234,Road,,,,,,,,,,
628,scenario_29,-67788650.24712975,-1214052049.3868244,175686226.4489187,843623719.4604181,126953453.23035777,2539069.0646071555,126953453.23035789,175686226.4489187,5054135.358547363,2539069.0646071555,2998157.3646654217,-75506050.64931308,0.0,0.0,178225295.51352584,8052292.723212785,-0.38035369812017034,-9.376962965050643,-927182062.8329439,Road,,,,,,,,,,
629,scenario_29,-89089828.83492845,-1409002159.1542926,402931427.64072055,663431605.5407053,253549297.1379382,5070985.942758763,253549297.13793802,402931427.64072055,11591517.5405116,5070985.942758763,5987869.358232409,-99232262.38943386,0.0,0.0,408002413.5834793,17579386.89874401,-0.21835613189748995,-5.644807919696203,-780243254.8288832,Road,,,,,,,,,,
648,scenario_29,-26745013.87622287,-2690556238.922826,1071396212.4812833,903459593.8688072,688955418.6965123,13779108.373930246,688955418.6965122,1071396212.4812833,30821889.626559883,13779108.373930246,16270504.739584044,-29789800.57860304,0.0,0.0,1085175320.8552136,47092394.36614393,-0.024645799957140058,-0.6325819907772577,-980341788.8135542,Road,,,,,,,,,,
662,scenario_29,-469811751.1970196,-1741045154.2044313,530762211.27003866,378649255.98540705,361821935.75196594,7236438.715039318,361821935.751966,530762211.27003866,15268949.155445866,7236438.715039318,8544856.983164383,-523297480.5104137,0.0,0.0,537998649.985078,23813806.13861025,-0.8732582344027264,-21.974541888202033,-925760542.6344311,Road,,,,,,,,,,
669,scenario_29,120447260.55952737,-333547322.36289656,146397842.0088156,206801834.96259755,100794905.9510108,2015898.119020216,100794905.9510108,146397842.0088156,4211568.115881399,2015898.119020216,2380392.040612237,134159581.62942998,0.0,0.0,148413740.1278358,6591960.156493636,0.8115640806287909,20.352001293161866,-79234213.4896612,Road,,,,,,,,,,
670,scenario_29,-27461397.23773005,-573904982.7654828,163731572.53603578,266421133.01100266,116290879.9807143,2325817.599614286,116290879.98071432,163731572.53603578,4710224.283322206,2325817.599614286,2746347.967589023,-30587740.619909238,0.0,0.0,166057390.13565007,7456572.250911228,-0.16537293049889076,-4.102118183884193,-304465445.8818231,Road,,,,,,,,,,
673,scenario_29,59186650.17065733,-254839345.74952415,123156084.40216218,110811224.86079405,80058686.65722525,1601173.7331445047,80058686.65722525,123156084.40216218,3542950.0273215203,1601173.7331445047,1890681.4655231787,65924755.68191516,0.0,0.0,124757258.13530669,5433631.492844699,0.47441448341599396,12.132724821094042,-50320100.6717236,Road,,,,,,,,,,
678,scenario_29,-78660829.06955029,-1346017453.346485,183630858.38641328,949720386.4885384,134005379.40198286,2680107.588039657,134005379.40198278,183630858.38641328,5282686.258623817,2680107.588039657,3164697.020330958,-87615972.91272077,0.0,0.0,186310965.97445294,8447383.278954774,-0.4222018208006946,-10.371966089309709,-1045783742.6802139,Road,,,,,,,,,,
680,scenario_29,-12631298.080473132,-1544110058.694399,379273129.26478386,844171667.368536,308033963.980606,6160679.27961212,308033963.9806061,379273129.26478386,10910916.421335924,6160679.27961212,7274589.813636489,-14069308.4927024,0.0,0.0,385433808.544396,18185506.234972414,-0.03277164016352292,-0.773655036649231,-876426482.0962108,Road,,,,,,,,,,
682,scenario_29,-120370114.75509906,-4594231783.105294,2012529101.0006804,1169952032.0440044,1291380535.3055098,25827610.706110194,1291380535.3055105,2012529101.0006804,57896368.40102829,25827610.706110194,30497493.088954844,-134073653.15917264,0.0,0.0,2038356711.7067907,88393861.48998314,-0.059052527000688096,-1.5167756097448686,-1392419546.6931603,Road,,,,,,,,,,
689,scenario_29,-215543531.29366663,-1212742849.3861804,248009031.861101,569401800.4221355,179788485.80927745,3595769.7161855493,179788485.80927753,248009031.861101,7134715.353071464,3595769.7161855493,4245919.737472988,-240082089.43030968,0.0,0.0,251604801.57728654,11380635.090544451,-0.8566749519184242,-21.09566711525447,-820864524.9429896,Road,,,,,,,,,,
694,scenario_29,33922282.30062759,-1084208683.5264752,244000087.32599494,703791579.9187732,170339298.5823347,3406785.971646694,170339298.58233464,244000087.32599494,7019386.17368798,3406785.971646694,4022765.899954636,37784165.287166685,0.0,0.0,247406873.29764163,11042152.073642615,0.13711131727459144,3.4218117116279076,-677049566.7052491,Road,,,,,,,,,,
726,scenario_29,-65871807.93577875,-969973912.8817286,163141107.3825319,625204770.7737253,115756226.78969271,2315124.5357938544,115756226.78969276,163141107.3825319,4693237.801964877,2315124.5357938544,2733721.494173648,-73370985.38219275,0.0,0.0,165456231.91832575,7426959.296138525,-0.3981222536742834,-9.879007337543952,-706002715.4520565,Road,,,,,,,,,,
736,scenario_29,-2541623.7011735453,-996767274.1840702,160242608.0847507,720808286.5499029,113174755.84824304,2263495.116964861,113174755.84824312,160242608.0847507,4609853.873220184,2263495.116964861,2672756.975936137,-2830974.908228533,0.0,0.0,162506103.20171556,7282610.849156321,-0.015640173821771353,-0.3887307679712828,-730921872.3072878,Road,,,,,,,,,,
750,scenario_29,-318620980.5079056,-1666371521.7043738,405667555.44615126,639672688.6802733,302410297.0700435,6048205.94140087,302410297.07004356,405667555.44615126,11670230.37171327,6048205.94140087,7141780.205584832,-354894393.15370274,0.0,0.0,411715761.38755214,18812010.5772981,-0.7738857978963417,-18.86530903730094,-1013379092.4112742,Road,,,,,,,,,,
755,scenario_29,-988370.8544171046,-2982911094.1845465,1595495248.5975742,402705228.19100696,983722246.5415475,19674444.93083095,983722246.5415483,1595495248.5975742,45899152.78689137,19674444.93083095,23231775.294068877,-1100891.9564242626,0.0,0.0,1615169693.5284052,69130928.08096024,-0.0006119300395353305,-0.01592473856469845,-472937048.22839147,Road,,,,,,,,,,
759,scenario_29,-544318363.3143615,-4585330381.3953705,2243886982.086268,398826192.1902575,1398298843.8044841,27965976.87608968,1398298843.8044834,2243886982.086268,64552064.01762943,27965976.87608968,33022496.59131815,-606286299.5491722,0.0,0.0,2271852958.9623575,97574560.60894758,-0.239592250531466,-6.213569354198822,-1102687052.3483772,Road,,,,,,,,,,
761,scenario_29,68765852.77737868,-516736563.5191214,194510161.53526613,258963742.84101096,132028511.92022297,2640570.23840446,132028511.92022294,194510161.53526613,5595661.679818603,2640570.23840446,3118010.934615342,76594502.82345466,0.0,0.0,197150731.77367058,8713672.614433944,0.348798364371896,8.79015154833544,-191082912.63199025,Road,,,,,,,,,,
764,scenario_29,-23311750.06043144,-3028549012.3197403,1237553924.4870203,974395798.3529985,793287539.4192897,15865750.788385794,793287539.4192901,1237553924.4870203,35601909.007235095,15865750.788385794,18734432.330025967,-25965676.766983442,0.0,0.0,1253419675.2754061,54336341.337261066,-0.01859851933097292,-0.4778694355922252,-1054697816.457243,Road,,,,,,,,,,
767,scenario_29,56625663.09218221,-385047390.65773094,150623175.04687318,186473883.63666594,104575995.066374,2091519.9013274799,104575995.066374,150623175.04687318,4333122.35232289,2091519.9013274799,2469686.9742215862,63072212.97226346,0.0,0.0,152714694.94820067,6802809.326544477,0.3707938067871535,9.271495046341586,-130204479.99094695,Road,,,,,,,,,,
770,scenario_29,29771676.163372125,-437742286.5058792,143492675.31249598,225813807.2492222,98207480.10753317,1964149.6021506635,98207480.10753322,143492675.31249598,4127992.3796434063,1964149.6021506635,2319286.890253924,33161033.301466316,0.0,0.0,145456824.91464663,6447279.269897331,0.20467706606989397,5.1434150613417415,-199100053.21765321,Road,,,,,,,,,,
775,scenario_29,-348133379.1164483,-1544328392.1104853,382970892.88338715,501858398.6236246,311365721.48702526,6227314.429740505,311365721.48702526,382970892.88338715,11017293.558747813,6227314.429740505,7353273.244854582,-387766631.44131625,0.0,0.0,389198207.31312764,18370566.803602394,-0.8944886501914413,-21.108038504575525,-907995596.8685433,Road,,,,,,,,,,
776,scenario_29,-102082579.6442584,-1208903807.8229685,209077719.4171044,741178185.3410351,156565323.4205707,3131306.468411414,156565323.42057085,209077719.4171044,6014740.687128781,3131306.468411414,3697477.0320966775,-113704173.20498677,0.0,0.0,212209025.8855158,9712217.719225459,-0.48104730332879764,-11.707333638115207,-864594576.2652473,Road,,,,,,,,,,
780,scenario_29,9499994.655545464,-878608279.907583,173941505.44616896,588815311.8018028,125351457.31515682,2507029.1463031364,125351457.31515682,173941505.44616896,5003943.284364692,2507029.1463031364,2960324.3185441117,10581521.759392029,0.0,0.0,176448534.5924721,7964267.602908803,0.053840031471424674,1.328624587592627,-586198057.6453196,Road,,,,,,,,,,
789,scenario_29,-150191859.82717305,-1467981929.340439,240556252.56542307,892335239.9016662,184898577.04617688,3697971.5409235377,184898577.0461769,240556252.56542307,6920314.0529861245,3697971.5409235377,4366600.642845624,-167290455.4653708,0.0,0.0,244254224.1063466,11286914.69583175,-0.6148997438086498,-14.821628405426955,-1070912610.0628687,Road,,,,,,,,,,
791,scenario_29,-59872488.73135683,-975604697.2220732,218905443.42968664,531374633.72333914,165452131.3376907,3309042.6267538145,165452131.3376906,218905443.42968664,6297464.315668204,3309042.6267538145,3907349.6108026276,-66688673.54888318,0.0,0.0,222214486.05644044,10204813.926470831,-0.2694355790834886,-6.5350210233521,-608268121.1986932,Road,,,,,,,,,,
809,scenario_29,-63041382.48121469,-1065675330.3181604,219932541.20594823,616331936.0049007,166369470.62609696,3327389.412521939,166369470.62609708,219932541.20594823,6327011.829395459,3327389.412521939,3929013.6732873362,-70218330.07850541,0.0,0.0,223259930.61847016,10256025.502682796,-0.2823676523887592,-6.8465440204041546,-696806291.5860889,Road,,,,,,,,,,
810,scenario_29,-41938561.901994035,-1450728804.455335,335471943.9859319,804186202.0270324,269132096.5403764,5382641.930807529,269132096.54037666,335471943.9859319,9650845.4201041,5382641.930807529,6355875.770045022,-46713058.41888173,0.0,0.0,340854585.9167394,16006721.190149121,-0.12303945328826638,-2.9183402312042483,-866905981.6360632,Road,,,,,,,,,,
811,scenario_29,-3714815.0781120057,-457309642.2536123,133189653.18864092,231392420.01151437,89012753.97534499,1780255.0795068997,89012753.97534502,133189653.18864092,3831595.3912818176,1780255.0795068997,2102142.4552830947,-4137728.2836905774,0.0,0.0,134969908.26814783,5933737.846564912,-0.027523283713964574,-0.6973223945317943,-241463886.14176986,Road,,,,,,,,,,
813,scenario_29,123150475.37978238,-1502834735.9451177,361895853.9050882,1000306844.7653654,263782512.65444642,5275650.253088929,263782512.65444636,361895853.9050882,10411007.557642573,5275650.253088929,6229538.959841097,137170544.0013027,0.0,0.0,367171504.15817714,16640546.51748367,0.3354031399090526,8.243151380706285,-879776847.2815464,Road,,,,,,,,,,
822,scenario_29,-35219159.45576775,-650101255.2317853,223972069.77134562,232662714.17949516,158247311.82517675,3164946.236503535,158247311.82517672,223972069.77134562,6443220.849117179,3164946.236503535,3737199.19635637,-39228685.45101367,0.0,0.0,227137016.00784916,10180420.04547355,-0.15505689065911954,-3.853346450911488,-282071819.67598236,Road,,,,,,,,,,
831,scenario_29,-71259366.1958157,-1241832600.0044692,175544162.2241604,868202501.2058557,126826570.37863737,2536531.407572747,126826570.37863731,175544162.2241604,5050048.459784447,2536531.407572747,2995160.874639703,-79371890.33273347,0.0,0.0,178080693.63173315,8045209.33442415,-0.4001521149910751,-9.865733386589952,-955619600.8730134,Road,,,,,,,,,,
837,scenario_29,5530415.075179371,-1408986500.6836758,140808329.995619,1177913167.992639,95795417.77059698,1915908.3554119393,95795417.77059698,140808329.995619,4050769.225302826,1915908.3554119393,2262323.1584647987,6160025.302995305,0.0,0.0,142724238.35103095,6313092.383767625,0.03874895490125012,0.9757540248950117,-1178066235.0734115,Road,,,,,,,,,,
858,scenario_29,-31045904.876522448,-2225296584.393796,695861081.2461154,1024505777.1777866,473883821.0933717,9477676.421867434,473883821.0933714,695861081.2461154,20018507.804796882,9477676.421867434,11191332.193452612,-34580326.61093903,0.0,0.0,705338757.6679829,31209839.998249494,-0.044015594689802054,-1.1079943573205946,-1090295943.7869751,Road,,,,,,,,,,
863,scenario_29,-8001143.5418515,-1172757950.9891405,259828758.63152117,720458860.959576,184469187.85619193,3689383.757123839,184469187.85619187,259828758.63152117,7474744.848873279,3689383.757123839,4356460.104486852,-8912033.90716639,0.0,0.0,263518142.388645,11831204.953360131,-0.030362780601462944,-0.7532651105528622,-741202099.8201026,Road,,,,,,,,,,
866,scenario_29,-25698874.356083974,-953809288.1776952,157773330.63999507,659382304.5413854,110954778.64023088,2219095.5728046177,110954778.6402309,157773330.63999507,4538817.784075019,2219095.5728046177,2620329.5637923023,-28624563.281416997,0.0,0.0,159992426.2127997,7159147.347867321,-0.16062556812472423,-3.9983201756483098,-695166015.1706698,Road,,,,,,,,,,
873,scenario_29,-307491221.9624728,-2430046443.6051593,937904892.4755925,576800263.4364141,607850065.7306795,12157001.31461359,607850065.73068,937904892.4755925,26981615.894594394,12157001.31461359,14355104.999593727,-342497566.99796057,0.0,0.0,950061893.7902061,41336720.89418812,-0.32365388399671297,-8.285552399636886,-960634551.3285627,Road,,,,,,,,,,
