ID_edge,flow,capacity,ffs,length_m,fftt_min,scenario,case,development,flow_cap,link_tt_min,delay_min
175,4173.506571080048,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_64,dev109_scenario_64,109,1.897048441400022,6.025422482380847,2.8536436750477847
175,4154.48032710749,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_78,dev254_scenario_78,254,1.8884001486852227,5.999463322414982,2.82768451508192
61,3789.1784435533095,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_64,dev254_scenario_64,254,1.624165642328894,6.938139437797815,2.75722392575533
176,4456.446598542416,2200.0,100.0,4439.9389635413945,2.663963378124837,scenario_78,dev267_scenario_78,267,2.0256575447920073,5.396715944117813,2.7327525659929757
176,4455.030657165999,2200.0,100.0,4439.9389635413945,2.663963378124837,scenario_78,status_quo_scenario_78,status_quo,2.0250139350754544,5.394979671672268,2.731016293547431
175,4064.6942018337313,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_64,dev267_scenario_64,267,1.847588273560787,5.878560908362032,2.7067821010289697
32,4575.708784306433,2391.0,86.0,4235.803391000821,2.9552116681401075,scenario_78,dev109_scenario_78,109,1.913721783482406,5.660952541796173,2.7057408736560657
175,4063.4200199596817,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_64,status_quo_scenario_64,status_quo,1.8470090999816735,5.876864154834694,2.7050853475016314
176,4427.077501859828,2200.0,100.0,4439.9389635413945,2.663963378124837,scenario_78,dev28_scenario_78,28,2.0123079553908307,5.36081558680361,2.6968522086787727
176,4406.185049334274,2200.0,100.0,4439.9389635413945,2.663963378124837,scenario_19,dev109_scenario_19,109,2.0028113860610333,5.335421449677469,2.6714580715526317
175,4037.870355045671,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_64,dev28_scenario_64,28,1.8353956159298506,5.842953439777729,2.671174632444667
175,4000.9732176572825,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_19,dev254_scenario_19,254,1.8186241898442193,5.794359312013326,2.622580504680264
32,4456.446598542416,2391.0,86.0,4235.803391000821,2.9552116681401075,scenario_78,dev267_scenario_78,267,1.8638421574832353,5.521744727673311,2.5665330595332034
32,4455.030657165999,2391.0,86.0,4235.803391000821,2.9552116681401075,scenario_78,status_quo_scenario_78,status_quo,1.8632499611735673,5.520114063892295,2.564902395752188
176,4291.395591300989,2200.0,100.0,4439.9389635413945,2.663963378124837,scenario_19,dev267_scenario_19,267,1.9506343596822675,5.198041495645673,2.534078117520836
32,4427.077501859828,2391.0,86.0,4235.803391000821,2.9552116681401075,scenario_78,dev28_scenario_78,28,1.8515589719196268,5.488028007380899,2.532816339240792
176,4290.090382360721,2200.0,100.0,4439.9389635413945,2.663963378124837,scenario_19,status_quo_scenario_19,status_quo,1.950041082891237,5.196500272813601,2.5325368946887643
32,4406.185049334274,2391.0,86.0,4235.803391000821,2.9552116681401075,scenario_19,dev109_scenario_19,109,1.8428210160327367,5.464178467080907,2.5089667989407993
