development,scenario,tts_minutes,component
533,scenario_70,-1018.2585784186376,total
538,scenario_70,133.47471996827517,total
540,scenario_70,1325.0565395232406,total
546,scenario_70,-1423.369787217991,total
550,scenario_70,9.167882106616162,total
552,scenario_70,-3482.5545847060275,total
556,scenario_70,-1092.0989825542783,total
558,scenario_70,-8973.290278819855,total
564,scenario_70,-9513.98464125325,total
565,scenario_70,-1328.322947921406,total
569,scenario_70,855.0981782922754,total
594,scenario_70,-1815.6146198912757,total
602,scenario_70,-1508.2893027618993,total
612,scenario_70,-19371.35203027149,total
614,scenario_70,-1536.546647739131,total
625,scenario_70,-1578.2691212212085,total
627,scenario_70,512.2507664344157,total
628,scenario_70,-2308.5591117523145,total
629,scenario_70,-1174.5361651821297,total
648,scenario_70,-1469.9057285762392,total
662,scenario_70,-16201.005574192097,total
669,scenario_70,3818.83088755206,total
670,scenario_70,343.05845104996115,total
673,scenario_70,1962.438860566064,total
678,scenario_70,-9319.861473556492,total
680,scenario_70,-1085.2644884466426,total
682,scenario_70,-8981.58573753701,total
689,scenario_70,-10697.605803525015,total
694,scenario_70,699.0911336893914,total
726,scenario_70,-2199.213211201655,total
736,scenario_70,-92.8341303440975,total
750,scenario_70,-10765.43921640719,total
755,scenario_70,710.6214467648533,total
759,scenario_70,-18812.72829222912,total
761,scenario_70,2142.31315215223,total
764,scenario_70,-2147.242113752349,total
767,scenario_70,1711.47320862551,total
770,scenario_70,988.6168875307194,total
775,scenario_70,-11576.274915804564,total
776,scenario_70,-3527.417351799202,total
780,scenario_70,129.27981570607517,total
789,scenario_70,-9275.858443010831,total
791,scenario_70,-2446.023651328811,total
809,scenario_70,-2569.6660299692303,total
810,scenario_70,-1990.559988211724,total
811,scenario_70,-267.89576397882774,total
813,scenario_70,2876.904527787585,total
822,scenario_70,-1312.7275959544932,total
831,scenario_70,-2419.420128400263,total
837,scenario_70,48.3261637839023,total
858,scenario_70,-2220.334006223944,total
863,scenario_70,-1066.8558212567586,total
866,scenario_70,-902.2379752248526,total
873,scenario_70,-9982.975427965634,total
878,scenario_70,-2498.9531789404573,total
887,scenario_70,-5051.1061896407045,total
895,scenario_70,-9000.209461972816,total
935,scenario_70,-1758.9074061254505,total
938,scenario_70,3064.183753011748,total
940,scenario_70,-1506.232959240151,total
945,scenario_70,-12977.840511741524,total
952,scenario_70,-9941.971692000458,total
958,scenario_70,223.4314333521179,total
964,scenario_70,62.89456377906026,total
970,scenario_70,-3134.3907619050005,total
971,scenario_70,-185.08690779958852,total
987,scenario_70,-76.62812433770159,total
0,scenario_75,7855.097684123088,total
2,scenario_75,-14978.133449504268,total
12,scenario_75,-803.8918735759798,total
15,scenario_75,5622.649892516667,total
17,scenario_75,-5083.009669457562,total
25,scenario_75,-17345.284095958574,total
27,scenario_75,-16316.07309499022,total
28,scenario_75,-310.62908234540373,total
57,scenario_75,5020.404966260539,total
62,scenario_75,1386.1134523041546,total
63,scenario_75,-18164.268497846904,total
73,scenario_75,-8001.2991151112365,total
90,scenario_75,166.30619221634697,total
94,scenario_75,216.4634220226435,total
103,scenario_75,-16117.679680528236,total
104,scenario_75,166.2447260726476,total
109,scenario_75,-33115.72873516369,total
114,scenario_75,-766.8708382286131,total
126,scenario_75,-18652.109761234024,total
140,scenario_75,-355.1689817713341,total
143,scenario_75,-80.28304959612433,total
144,scenario_75,-13860.916174618527,total
150,scenario_75,-14279.72958606924,total
176,scenario_75,4270.759871521732,total
177,scenario_75,396.61528774164617,total
195,scenario_75,-13774.104256315271,total
197,scenario_75,-1368.3481028844835,total
201,scenario_75,-17822.805838626227,total
202,scenario_75,-6764.577511820709,total
206,scenario_75,198.29384057270363,total
209,scenario_75,176.3029919238761,total
227,scenario_75,174.5783846790437,total
233,scenario_75,-875.816146307392,total
240,scenario_75,-10.353811142151244,total
243,scenario_75,-9225.492317770955,total
245,scenario_75,-15676.161756356712,total
249,scenario_75,-17184.32288947038,total
250,scenario_75,943.3823768552392,total
255,scenario_75,-1572.8917167836337,total
261,scenario_75,-7293.175843148027,total
267,scenario_75,77.69593487400562,total
270,scenario_75,-1524.401023176848,total
273,scenario_75,171.94627481407952,total
277,scenario_75,-10320.03454875748,total
284,scenario_75,-915.5289974408224,total
285,scenario_75,-16931.46869383438,total
289,scenario_75,-16521.752506414312,total
308,scenario_75,-2125.4544138972415,total
331,scenario_75,-19033.8842388856,total
334,scenario_75,11676.277136226534,total
348,scenario_75,-19037.257573579904,total
351,scenario_75,-30119.232192616095,total
356,scenario_75,-12935.486917510048,total
358,scenario_75,-15069.499561650911,total
390,scenario_75,-11312.613281310769,total
392,scenario_75,518.9684867529431,total
394,scenario_75,-38.1418743225513,total
423,scenario_75,7830.967232129071,total
459,scenario_75,-3771.805518304347,total
464,scenario_75,-0.7065820209681988,total
469,scenario_75,-10437.660926164244,total
486,scenario_75,-17556.166083368822,total
493,scenario_75,5.647942464915104,total
499,scenario_75,-14047.292314670514,total
517,scenario_75,-449.808067862643,total
521,scenario_75,-29181.30848996865,total
531,scenario_75,-15792.352622896433,total
533,scenario_75,-1255.500784509466,total
538,scenario_75,695.9648447382497,total
540,scenario_75,2761.392224697862,total
546,scenario_75,-2558.147756565246,total
550,scenario_75,539.2647223286331,total
552,scenario_75,-6176.173020499758,total
556,scenario_75,-2152.670977056492,total
558,scenario_75,-13786.118344090764,total
564,scenario_75,-15943.324044389885,total
565,scenario_75,-996.9593719852857,total
569,scenario_75,1770.151664254372,total
594,scenario_75,-1844.856154622859,total
602,scenario_75,-1289.889919901383,total
612,scenario_75,-33114.29296783742,total
614,scenario_75,-2590.610552681028,total
625,scenario_75,-2513.904799688724,total
627,scenario_75,689.1962214683881,total
628,scenario_75,-4403.412971017184,total
629,scenario_75,-1581.1375405106228,total
648,scenario_75,-1726.8210643975765,total
662,scenario_75,-27492.94817518804,total
669,scenario_75,7144.081037290627,total
670,scenario_75,397.84133351943456,total
673,scenario_75,3625.525597921922,total
678,scenario_75,-15109.540239756112,total
680,scenario_75,-841.443133311579,total
682,scenario_75,-13796.31318060949,total
689,scenario_75,-17598.15148705279,total
694,scenario_75,2053.4414204900386,total
726,scenario_75,-4209.078873206046,total
736,scenario_75,-125.24031821207608,total
750,scenario_75,-17873.423180973274,total
755,scenario_75,973.125983596663,total
759,scenario_75,-32159.91274109611,total
761,scenario_75,4194.854547819705,total
764,scenario_75,-2585.57590286131,total
767,scenario_75,3286.4962467564037,total
770,scenario_75,1896.4542600967688,total
775,scenario_75,-19500.98234348558,total
776,scenario_75,-6630.665161457495,total
780,scenario_75,685.0813659599517,total
789,scenario_75,-14951.830805710984,total
791,scenario_75,-3686.807545530377,total
809,scenario_75,-3883.861116515007,total
810,scenario_75,-2125.3893210435053,total
811,scenario_75,-306.5921277727466,total
813,scenario_75,6476.898368809489,total
822,scenario_75,-2125.837821242516,total
831,scenario_75,-4610.848376977141,total
837,scenario_75,214.94784064393025,total
858,scenario_75,-2271.041829521535,total
863,scenario_75,-582.3720913579455,total
866,scenario_75,-1525.1174576514168,total
873,scenario_75,-16693.7227052839,total
878,scenario_75,-3921.533813284245,total
887,scenario_75,-8723.657493763254,total
895,scenario_75,-15085.6141016091,total
935,scenario_75,-2945.7348208547337,total
938,scenario_75,6164.988672518521,total
940,scenario_75,-2530.772860744386,total
945,scenario_75,-22695.432685762527,total
952,scenario_75,-15512.402174356275,total
958,scenario_75,828.4813309028978,total
964,scenario_75,120.81129021849485,total
970,scenario_75,-5165.662271988229,total
971,scenario_75,-235.85208324482664,total
987,scenario_75,-113.9163565193303,total
0,scenario_78,20545.763032085495,total
2,scenario_78,-36307.58490344486,total
12,scenario_78,506.3251256975346,total
15,scenario_78,14642.175527352609,total
17,scenario_78,-4897.554826932959,total
25,scenario_78,-41233.11799324677,total
27,scenario_78,-38566.85418366431,total
28,scenario_78,8072.937983146636,total
57,scenario_78,10399.771681082437,total
62,scenario_78,3852.116739226738,total
63,scenario_78,-42635.17783640418,total
73,scenario_78,-19754.5623224983,total
90,scenario_78,613.2796347027179,total
94,scenario_78,681.6300132989418,total
103,scenario_78,-38201.69045016379,total
104,scenario_78,448.6189430563245,total
109,scenario_78,-79895.03107440658,total
114,scenario_78,-1976.8439979911784,total
126,scenario_78,-43907.96927375696,total
140,scenario_78,-919.5205456737896,total
143,scenario_78,-86.46611771848984,total
144,scenario_78,-32292.62900658837,total
150,scenario_78,-34767.65096290712,total
176,scenario_78,13378.687503176045,total
177,scenario_78,1299.1869169094134,total
195,scenario_78,-33490.22333623888,total
197,scenario_78,-3312.1624132762663,total
201,scenario_78,-42362.84382090904,total
202,scenario_78,-15736.847714864882,total
206,scenario_78,926.008892584592,total
209,scenario_78,3721.806229754351,total
227,scenario_78,320.6323850885965,total
233,scenario_78,-1703.752637202153,total
240,scenario_78,54.33923076884821,total
243,scenario_78,-18639.360939481063,total
245,scenario_78,-36679.63107332005,total
249,scenario_78,-40428.28091737605,total
250,scenario_78,1639.0308501895051,total
255,scenario_78,-3911.9276639225423,total
261,scenario_78,-17674.560001792386,total
267,scenario_78,72.04043293348514,total
270,scenario_78,-3451.910411776509,total
273,scenario_78,377.5249069989659,total
277,scenario_78,-25588.420921622077,total
284,scenario_78,-2120.4542405949906,total
285,scenario_78,-39656.09449989349,total
289,scenario_78,-38700.34934891248,total
308,scenario_78,-2364.233364781365,total
331,scenario_78,-45133.0763712225,total
334,scenario_78,29988.851144417426,total
348,scenario_78,-43094.56108533149,total
351,scenario_78,-73338.65949541633,total
356,scenario_78,-30086.614738249453,total
358,scenario_78,-36423.91841794434,total
390,scenario_78,-28266.81685450091,total
392,scenario_78,1339.8465609855484,total
394,scenario_78,-361.1388954578433,total
423,scenario_78,20842.44884219207,total
459,scenario_78,-6112.209791234462,total
464,scenario_78,33.95238591055386,total
469,scenario_78,-25605.756953834556,total
486,scenario_78,-41290.546478625154,total
493,scenario_78,130.51954555138946,total
499,scenario_78,-32604.974822657183,total
517,scenario_78,-1104.2018902283162,total
521,scenario_78,-69955.59384989948,total
531,scenario_78,-38588.57999591902,total
533,scenario_78,-1745.948605447309,total
538,scenario_78,2902.7090169736184,total
540,scenario_78,7991.52710549999,total
546,scenario_78,-6508.19326349441,total
550,scenario_78,2675.958292905474,total
552,scenario_78,-15516.131355165273,total
556,scenario_78,-5968.854994587833,total
558,scenario_78,-29123.320301194675,total
564,scenario_78,-37642.337361637736,total
565,scenario_78,1024.784906398272,total
569,scenario_78,5095.5601556592155,total
594,scenario_78,-1072.870848582359,total
602,scenario_78,357.87969265063293,total
612,scenario_78,-79912.02130226255,total
614,scenario_78,-6176.742526366143,total
625,scenario_78,-5582.309682967607,total
627,scenario_78,1140.7452964519616,total
628,scenario_78,-11851.7174754492,total
629,scenario_78,-2683.5338363295887,total
648,scenario_78,-2046.8516456387008,total
662,scenario_78,-65813.54811085947,total
669,scenario_78,18904.11802771315,total
670,scenario_78,432.7370007522404,total
673,scenario_78,9454.626859947572,total
678,scenario_78,-34280.81438943604,total
680,scenario_78,692.7057682881132,total
682,scenario_78,-29137.344340238255,total
689,scenario_78,-40643.589776108274,total
694,scenario_78,7232.16294386331,total
726,scenario_78,-11339.473899192642,total
736,scenario_78,-217.08518488053232,total
750,scenario_78,-41735.97790765669,total
755,scenario_78,1677.2500642312225,total
759,scenario_78,-77608.9936931429,total
761,scenario_78,11532.3407907926,total
764,scenario_78,-3330.0650058686733,total
767,scenario_78,8880.231227940647,total
770,scenario_78,5108.713948520133,total
775,scenario_78,-46303.493830015184,total
776,scenario_78,-17593.627830164274,total
780,scenario_78,2868.183668450918,total
789,scenario_78,-33674.4542313437,total
791,scenario_78,-7600.807142943377,total
809,scenario_78,-8039.451615593396,total
810,scenario_78,-1696.7180441147648,total
811,scenario_78,-357.16310909949243,total
813,scenario_78,19775.257097125752,total
822,scenario_78,-4828.37777768285,total
831,scenario_78,-12398.509544883387,total
837,scenario_78,853.9316879017279,total
858,scenario_78,-1374.5312875558157,total
863,scenario_78,1910.5556422795637,total
866,scenario_78,-3644.400961676846,total
873,scenario_78,-39307.953921115724,total
878,scenario_78,-8563.025866826763,total
887,scenario_78,-21279.86024207459,total
895,scenario_78,-35628.27214160003,total
935,scenario_78,-6968.054524246836,total
938,scenario_78,17325.040901676053,total
940,scenario_78,-6000.193435094552,total
945,scenario_78,-56095.74617223861,total
952,scenario_78,-33471.79805877595,total
958,scenario_78,3167.1445160426665,total
964,scenario_78,316.32903133681975,total
970,scenario_78,-11930.171323057264,total
971,scenario_78,-371.7983102391008,total
987,scenario_78,-219.5039492147043,total
0,scenario_89,4568.889860614319,total
2,scenario_89,-9295.720480662829,total
12,scenario_89,-993.9531742365216,total
15,scenario_89,3282.291833411611,total
17,scenario_89,-4643.397958226502,total
25,scenario_89,-10937.28246574063,total
27,scenario_89,-10332.850911282583,total
28,scenario_89,-1966.6646374932025,total
57,scenario_89,3470.711123617948,total
62,scenario_89,756.963366594282,total
63,scenario_89,-11554.304839020362,total
73,scenario_89,-4898.234985232877,total
90,scenario_89,57.87976163538406,total
94,scenario_89,98.28598181070991,total
103,scenario_89,-10178.30706558295,total
104,scenario_89,90.33353652543155,total
109,scenario_89,-20634.458606427244,total
114,scenario_89,-456.6050090204808,total
126,scenario_89,-11838.759491903593,total
140,scenario_89,-210.05480488931065,total
143,scenario_89,-75.9932529949001,total
144,scenario_89,-8873.797493174789,total
150,scenario_89,-8835.155340351746,total
176,scenario_89,2042.77503741096,total
177,scenario_89,174.96864301990718,total
