development,scenario,year,status_quo_tt,development_tt,tt_savings_daily,monetized_savings_yearly,total_demand_basis,tts_total_person_h,tts_total_person_min,tts_per_trip_min,status_quo_total_per_trip_min,development_total_per_trip_min
101000.0,scenario_64,2050,78238.87765408948,77266.19027186227,972.6873822272028,5254457.238791349,182678.453125,972.6873822272028,58361.242933632166,0.31947524152559886,25.69724331984141,25.37776807831581
101001.0,scenario_64,2050,78238.87765408948,76057.67486897901,2181.202785110465,11782857.445166733,182678.453125,2181.202785110465,130872.1671066279,0.7164072438093013,25.69724331984141,24.98083607603211
101002.0,scenario_64,2050,78238.87765408948,77291.34476396833,947.5328901211469,5118572.672434436,182678.453125,947.5328901211469,56851.973407268815,0.3112133502048386,25.69724331984141,25.38602996963657
101003.0,scenario_64,2050,78238.87765408948,77333.1172535975,905.7604004919704,4892917.683457624,182678.453125,905.7604004919704,54345.62402951822,0.2974933447259462,25.69724331984141,25.399749975115462
101004.0,scenario_64,2050,78238.87765408948,78017.49993618125,221.37771790822444,1195882.4321402286,182678.453125,221.37771790822444,13282.663074493466,0.07271061719251935,25.69724331984141,25.62453270264889
101005.0,scenario_64,2050,78238.87765408948,78215.55563063418,23.32202345530095,125985.57070553573,182678.453125,23.32202345530095,1399.321407318057,0.007660024394669874,25.69724331984141,25.68958329544674
101006.0,scenario_64,2050,78238.87765408948,77608.20899181558,630.6686622738926,3406872.113603568,182678.453125,630.6686622738926,37840.11973643355,0.20714057454023316,25.69724331984141,25.49010274530118
101007.0,scenario_64,2050,78238.87765408948,76402.43081673972,1836.4468373497511,9920485.815363357,182678.453125,1836.4468373497511,110186.81024098507,0.603173545407615,25.69724331984141,25.094069774433795
101008.0,scenario_64,2050,78238.87765408948,77232.86469103092,1006.012963058558,5434482.02644233,182678.453125,1006.012963058558,60360.77778351348,0.33042089393110236,25.69724331984141,25.366822425910307
101009.0,scenario_64,2050,78238.87765408948,78208.2864284177,30.5912256717711,165253.80107890748,182678.453125,30.5912256717711,1835.473540306266,0.0100475644987552,25.69724331984141,25.687195755342653
101010.0,scenario_64,2050,78238.87765408948,77132.4044652064,1106.473188883072,5977168.166346354,182678.453125,1106.473188883072,66388.39133298432,0.36341664929446954,25.69724331984141,25.33382667054694
101011.0,scenario_64,2050,78238.87765408948,76684.1280069609,1554.7496471285704,8398757.593788538,182678.453125,1554.7496471285704,93284.97882771422,0.5106512411941808,25.69724331984141,25.18659207864723
101012.0,scenario_64,2050,78238.87765408948,76419.2347208261,1819.6429332633707,9829711.125488728,182678.453125,1819.6429332633707,109178.57599580224,0.597654370989749,25.69724331984141,25.09958894885166
101013.0,scenario_64,2050,78238.87765408948,77454.39642666573,784.4812274237484,4237767.590543089,182678.453125,784.4812274237484,47068.8736454249,0.2576596902384401,25.69724331984141,25.439583629602968
101014.0,scenario_64,2050,78238.87765408948,77428.34769331219,810.5299607772904,4378482.848118923,182678.453125,810.5299607772904,48631.797646637424,0.26621529148465317,25.69724331984141,25.431028028356756
101015.0,scenario_64,2050,78238.87765408948,77711.57300822927,527.3046458602039,2848499.6969368216,182678.453125,527.3046458602039,31638.278751612233,0.17319108088770244,25.69724331984141,25.524052238953708
101016.0,scenario_64,2050,78238.87765408948,76894.97264574765,1343.905008341826,7259774.855062544,182678.453125,1343.905008341826,80634.30050050956,0.44140017129077913,25.69724331984141,25.255843148550632
101017.0,scenario_64,2050,78238.87765408948,77773.28206058545,465.5955935040256,2515147.3961087465,182678.453125,465.5955935040256,27935.735610241536,0.15292299191479447,25.69724331984141,25.544320327926616
101018.0,scenario_64,2050,78238.87765408948,78194.23844467597,44.63920941350807,241141.0092517706,182678.453125,44.63920941350807,2678.352564810484,0.014661568011952609,25.69724331984141,25.68258175182946
101019.0,scenario_64,2050,78238.87765408948,78211.48485827245,27.392795817024307,147975.8830035653,182678.453125,27.392795817024307,1643.5677490214584,0.008997053133008668,25.69724331984141,25.688246266708404
101020.0,scenario_64,2050,78238.87765408948,77767.03228543195,471.84536865752307,2548908.68148794,182678.453125,471.84536865752307,28310.722119451384,0.1549757053180181,25.69724331984141,25.542267614523396
